type_transaction,type_bien,prix,surface,nb_pieces,nb_chambres,ville,code_postal,description,source
vente,Maison,440000.0,94.0,5.0,3.0,Groix,56590,"Situé à proximité du bourg de Groix maison sur une surface de 930 m2, 5 pièces dont 1 chambre avec salle d'eau au rez-de-chaussée et 2 à l'étage et salle d'eau avec sanibroyeur et sous les pentes 4...",pap
vente,Maison,439900.0,160.0,5.0,,Pérenchies,59840,"Maison de 160 m² avec jardin et garage – Centre Pérenchies. EN EXCLUSIVITE, Superbe maison familiale de 160 m² idéalement située en plein centre de Pérenchies, à proximité immédiate des commerces, transports et commodités.",orpi
vente,Maison,439000.0,111.0,4.0,,Pizay,1120,"Maison de 111 m² avec piscine, jardin et véranda – Parfait état. À Pizay, dans un environnement résidentiel paisible et recherché, découvrez cette maison familiale construite en 2008, développant 111 m² habitables sur une agréable parcelle de 648 m², parfaitement entretenue et prête à accueillir ses nouveaux propriétaires.",orpi
vente,Maison,435000.0,118.0,5.0,4.0,Bruges,33520,"Maison 4 chambres à Bruges 118m2 proche commodités : * Tram (700 m), * Supermarché (100 m), * Parc Ausone (100 m), * Ecoles (2 mn en voiture), * 2 accès à la rocade (5 mn en voiture) * Gare Sncf...",pap
vente,Maison,429000.0,102.0,3.0,4.0,Épinay-sur-seine,93800,"Épinay-sur-Seine (93800).A EPINAY-SUR-SEINE sur un terrain de 304 m², MAISONS SESAME vous propose de réaliser cette maison...",pap
vente,Maison,425000.0,218.0,6.0,,Commensacq,40210,"Au sein d’un écrin naturel préservé, en lisière de forêt, cette élégante longère incarne l’art de vivre landais dans ce qu’il a de plus authentique et raffiné. Édifiée sur un parc paysager de plus de 4 000 m², cette propriété parfaitement entretenue séduit par son atmosphère sereine et son charme intemporel.",orpi
vente,Maison,425000.0,145.0,6.0,,Saint,69440,"Dans un hameau paisible, à proximité immédiate des axes routiers et à seulement 4,5 km du centre de Mornant, venez découvrir cette maison en pierre entièrement repensée et rénovée en 2019, alliant cachet de l’ancien et confort moderne.",orpi
vente,Maison,420000.0,153.0,6.0,5.0,Mans,72000,**Maison de style loft-Ancien atelier de tissage réhabilité en 2014**. Localisation idéale : Le Mans Hyper-centre (quartier Eperon / République / cité plantagenêt / Jacobin). Lâcher la voiture et...,pap
vente,Maison,414900.0,103.0,3.0,4.0,Champigny-sur-marne,94500,"Champigny-sur-Marne (94500).Sur un terrain de 307m² à CHAMPIGNY SUR MARNE, découvrez VOTRE FUTURE MAISON  de 102,8m² proposant...",pap
vente,Maison,410000.0,115.0,5.0,4.0,Savigny-sur-orge,91600,"Idéalement située à environ 10 à 15 minutes à pied du centre-ville de Savigny-sur-Orge, de ses commerces et de la gare RER C permettant de rejoindre Paris rapidement. Le groupe scolaire (maternelle,...",pap
vente,Maison,405000.0,97.0,3.0,3.0,Bezons,95870,Bezons (95870).Baron Laurent  Chargé de projet Maisons Sésame   Vous avez un projet de construction ? Je vous...,pap
vente,Maison,400900.0,126.0,3.0,4.0,Drancy,93700,"Drancy (93700).Votre FUTURE MAISON sur un terrain de 298m² à DRANCY comprend une maison  de 125,83m² disposant de...",pap
vente,Maison,399000.0,125.0,6.0,4.0,Colleville-montgomery,14880,Maison récente 2017 en parfait état Aucun travaux à prévoir 6 pièces   125 m² En rez-de-chaussée Pièce de vie -cuisine ouverte aménagée-chambre avec placard -salle d’eau avec wc-chaufferie et pompe à...,pap
vente,Maison,399000.0,100.0,3.0,,Cannes,6150,"bas de villa refait au calme la bocca. A saisir! Secteur Michel Jourdan, Superbe bas de villa de 100m², entièrement rénové avec du cachet, situé dans un quartier calme, et recherché, à proximité des commerces, écoles, lieux de culte et transports.",orpi
vente,Maison,397000.0,106.0,3.0,3.0,Argenteuil,95100,Argenteuil (95100).Prix : À SAISIR RAPIDEMENT – Très en dessous du marché !  Vous cherchez un terrain pour un projet...,pap
vente,Maison,394000.0,130.0,3.0,4.0,Neuilly-plaisance,93360,"Neuilly-Plaisance (93360).A NEUILLY-PLAISANCE sur un terrain de 230 m², MAISONS SESAME vous propose de réaliser cette maison...",pap
vente,Maison,390000.0,201.0,9.0,6.0,Plonévez-porzay,29550,"Bien située, au calme absolu dans un hameau entouré de verdure et à 1,8kms de la mer.  Propriété composée de 2 maisons de granit, une jolie maison de 140m² + dépendance de 60m² (divisible en 2...",pap
vente,Maison,388900.0,103.0,3.0,4.0,Créteil,94000,"Créteil (94000).Sur un terrain de 400m² à CRETEIL, découvrez VOTRE FUTURE MAISON  de 102,8m² proposant 4 chambres. ...",pap
vente,Maison,388400.0,104.0,3.0,4.0,Fresnes,94260,"Fresnes (94260).A FRESNES sur un terrain de 194 m², LES MAISONS LELIÈVRE vous propose de réaliser cette maison...",pap
vente,Maison,380000.0,112.0,6.0,4.0,Pian-médoc,33290,"**Maison des années 80 non mitoyenne** idéalement située.  Elle se  compose de : - une entrée, - vaste séjour lumineux avec cheminée, - cuisine séparée et aménagée, - un dégagement -  WC séparés, -...",pap
vente,Maison,380000.0,101.0,4.0,3.0,Saint-paul,97400,SOUS OFFRE  Maison T4 de 101 M2 avec garage et terrasse vue océan.  Location de panneaux solaires avec un loyer de 1000€/an qui couvre entièrement la taxe foncière.  Maison entièrement rénovée depuis...,pap
vente,Maison,379000.0,113.0,4.0,,Geishouse,68690,"Construit en 2000 ce chalet d'environ 113m² habitables, édifié sur un terrain de 8.56 ares aménagé en terrasse, est très fonctionnel et en parfait état.",orpi
vente,Maison,379000.0,100.0,6.0,3.0,Argenteuil,95100,"Charmante maison meulière familiale avec jardin arboré – Argenteuil Les Coteaux  Située dans le quartier recherché des Coteaux à Argenteuil, cette charmante maison meulière de 90 m² habitables (+ 45...",pap
vente,Maison,376000.0,110.0,3.0,4.0,Bezons,95870,"Bezons (95870).Votre FUTURE MAISON sur un terrain de 375m² à BEZONS comprend une maison  de 109,87m² disposant de...",pap
vente,Maison,371900.0,95.0,3.0,4.0,Champigny-sur-marne,94500,"Champigny-sur-Marne (94500).Champigny-sur-Marne, ville dynamique de plus de 75 000 habitants, offre un cadre de vie agréable...",pap
vente,Maison,370000.0,97.0,3.0,3.0,Bezons,95870,"Bezons (95870).A BEZONS sur un terrain de 288 m², MAISONS SESAME vous propose de réaliser cette maison neuve...",pap
vente,Maison,369250.0,135.0,4.0,,Échillais,17620,"Maison À Vendre. A Échillais dans un environnement où vous pouvez tout faire à vélo (commerces, école ... à proximité )",orpi
vente,Maison,367000.0,170.0,7.0,5.0,Mont-de-marsan,40000,"Maison familiale 6 pièces - 170 m² - Terrain en pente avec vue dégagée et belle exposition Sud  Située dans un environnement calme et verdoyant, cette maison de 1970 d’une surface habitable de 170 m²...",pap
vente,Maison,365900.0,90.0,3.0,4.0,Antony,92160,"Antony (92160).Devenez propriétaire d'une maison  de 90,1m² disposant de 4 chambres à ANTONY sur un terrain de...",pap
vente,Maison,362819.0,102.0,3.0,4.0,Champigny-sur-marne,94500,"Champigny-sur-Marne (94500).A CHAMPIGNY-SUR-MARNE sur un terrain de 320 m², MAISONS SESAME vous propose de réaliser cette...",pap
vente,Maison,360900.0,96.0,3.0,3.0,Vitry-sur-seine,94400,Vitry-sur-Seine (94400).Cette maison moderne de 96 m² sur 2 niveaux avec garage intégré est construite sur vide sanitaire.,pap
vente,Maison,360000.0,230.0,6.0,,La Tour-du-crieu,9100,,entreparticuliers
vente,Maison,359690.0,110.0,3.0,4.0,Neuilly-plaisance,93360,"Neuilly-Plaisance (93360).A NEUILLY-PLAISANCE sur un terrain de 188 m², MAISONS SESAME vous propose de réaliser cette maison...",pap
vente,Maison,349900.0,95.0,3.0,4.0,Vitry-sur-seine,94400,"Vitry-sur-Seine (94400).Vitry-sur-Seine, ville dynamique de plus de 90 000 habitants, offre un cadre de vie agréable avec...",pap
vente,Maison,349000.0,90.0,4.0,,Gap,5000,"Maison Gap sud 88m2. Située dans le secteur recherché de Gap Sud, venez découvrir cette agréable maison à étage d’environ 90 m², offrant un cadre de vie calme, lumineux et parfaitement adapté à une vie de famille.",orpi
vente,Maison,347900.0,78.0,3.0,3.0,Vitry-sur-seine,94400,"Vitry-sur-Seine (94400).Cette maison de caractère de 78 m² est construite sur vide sanitaire. Elle comprend 3 chambres, un...",pap
vente,Maison,344000.0,93.0,3.0,3.0,Bezons,95870,Bezons (95870).Votre projet de vie personnalisée à BEZONS ! Découvrez ce terrain à bâtir d'une surface de 375m² et...,pap
vente,Maison,340000.0,111.0,5.0,,Blagnac,31700,À Vendre - Maison T6 Blagnac. BLAGNAC - T6 - MAISON - JARDIN - TERRASSE - CLIMATISATION - PARKING,orpi
vente,Maison,335000.0,115.0,6.0,,Courtry,77181,"Courtry - F6 de 115 m². Situé dans un environnement calme de Courtry, ce pavillon d’habitation développe une surface d’environ 115 m² et est édifié sur une parcelle de terrain de 268 m².",orpi
vente,Maison,332900.0,78.0,3.0,3.0,Vitry-sur-seine,94400,"Vitry-sur-Seine (94400).Vitry-sur-Seine, ville dynamique de plus de 90 000 habitants, offre un cadre de vie agréable avec...",pap
vente,Maison,329000.0,158.0,4.0,,Auterive,31190,"Maison individuelle 158 m² Secteur résidentiel d’Auterive. Dans un environnement calme et verdoyant d’Auterive, cette maison individuelle de plain-pied séduit par ses volumes généreux et son agencement fonctionnel, pensé pour le confort au quotidien.",orpi
vente,Maison,326000.0,89.0,4.0,,Toulouse,31200,"Maison À Vendre T4 de plain-pied – 90 m² à coté de Launaguet et Aucamville. Venez découvrir cette belle maison de plain-pied de type T4 d’environ 90 m², idéale pour une famille ou pour un projet de résidence principale confortable et fonctionnelle.",orpi
vente,Maison,324000.0,80.0,4.0,,Saint,13310,"Votre agence ORPI vous propose de découvrir en exclusivité cette charmante maison de 2022, idéalement située et proche du centre ville de Saint Martin de Crau.",orpi
vente,Maison,318900.0,93.0,3.0,3.0,Argenteuil,95100,Argenteuil (95100).Votre projet de vie personnalisée à ARGENTEUIL ! Découvrez ce terrain à bâtir d'une surface de...,pap
vente,Maison,310000.0,77.0,4.0,,Saint-brevin-les-pins,44250,,entreparticuliers
vente,Maison,308900.0,93.0,3.0,3.0,Rosny-sous-bois,93110,"Rosny-sous-Bois (93110).Devenez propriétaire d'une maison  de 92,89m² disposant de 3 chambres à ROSNY SOUS BOIS sur un...",pap
vente,Maison,304000.0,99.0,6.0,,Le Mée,77350,"Maison À Vendre. Maison individuelle idéalement située dans une impasse comprenant au rez-de-chaussée, entrée, salon double exposition donnant sur terrasse et jardin, cuisine équipée, deux chambres, toilette, salle de bains, à l'étage, dégagement, 3 chambres , salle de bains avec toilette, sous-sol aménagé précédemment en studio et actuellement en buanderie, cuisine d'été, pièce de vie avec fenêtre , également en sous-sol un garage double. Isolation façade 2025.",orpi
vente,Maison,289000.0,91.0,4.0,,Lapalud,84840,"Maison de plain pied avec jardin attenant clos. LAPALUD (84840), dans quartier calme et recherché, au fond d'une petite impasse.",orpi
vente,Maison,288900.0,90.0,3.0,4.0,Bezons,95870,Bezons (95870).Votre projet de vie personnalisée à BEZONS ! Découvrez ce terrain à bâtir d'une surface de 320m² et...,pap
vente,Maison,285000.0,143.0,6.0,6.0,Mèze,34140,"Maison avec très belle vue sur le Bassin de Thau dans une rue calme cuisine, salon, 2 wc, 1 salle de bain, 2 salles d'eau et 5 chambres. La maison est composée d'un rez-de-chaussée avec véranda, d'un...",pap
vente,Maison,280000.0,140.0,5.0,,Forcalquier,4300,"Exclusivité à Forcalquier, Maison de village 140 m² avec terrasse et galerie d'artiste.. Centre historique de Forcalquier,",orpi
vente,Maison,280000.0,108.0,4.0,,Vieux,97119,"Charmante maison individuelle de 108 m², construite en 2002 et parfaitement entretenue, idéalement située à Vieux Habitants.",orpi
vente,Maison,279000.0,125.0,6.0,4.0,Berriac,11000,"Située à Berriac, dans un environnement calme, la maison bénéficie de la proximité immédiate de Carcassonne, offrant un accès rapide à l hôpital, tous les commerces, supermarchés, services et zones...",pap
vente,Maison,279000.0,79.61,4.0,3.0,Toulouse,31000,"Maison T4 (80m²) - DPE A - Zéro travaux - Terrasse & Jardin - Toulouse St-Simon ​ ​Située au chemin Vouet, à la limite des quartiers Saint-Simon et Thibaud, je vends ma maison de type T4 d'environ 80...",pap
vente,Maison,265000.0,157.0,5.0,3.0,Néant-sur-yvel,56430,"**Grange bretonne de charme du 19ème, entièrement rénovée**, dans un hameau dépendant de Néant sur Yvel à 5 min, à 5 min Guilliers (écoles primaires, pharmacie, boulangerie, boucherie-charcuterie…)...",pap
vente,Maison,255000.0,218.0,8.0,6.0,Ceignes,1430,"Située dans un bel environnement calme, agréable et verdoyant, à quelques minutes des commodités, accès autoroute Genève / Lyon : Maillat à 5min, gare TGV : Nurieux-Volognat à 8 min, Genève / Lyon :...",pap
vente,Maison,250000.0,55.0,2.0,,Saulx,91160,Maison de ville rénovée avec double parking – Saulx-les-Chartreux (91160). Maison de ville rénovée avec double parking – Saulx-les-Chartreux (91160),orpi
vente,Maison,245000.0,110.0,4.0,,Tourcoing,59200,"Charmante maison familiale de 110 m² avec jardin à Tourcoing - Les Orions. Située en impasse vous assurant calme et sécurité, cette maison de 110 m² construite en 1970 séduit par son excellent état d’entretien et ses prestations de qualité idéales pour une famille.",orpi
vente,Maison,226900.0,90.0,5.0,,Mulhouse,68200,A VENDRE MULHOUSE DORNACH Maison 5 pièces. Maison semi-individuelle 5 pièces avec jardin – Mulhouse Dornach – environnement résidentiel recherché,orpi
vente,Maison,220000.0,112.0,4.0,,Valensole,4210,EXCLUSIVITE - VALENSOLE Maison À Vendre de 112 m². Maison de ville avec 2 appartements – Centre de Valensole – Idéal projet d'investissement,orpi
vente,Maison,220000.0,109.0,5.0,,Forcalquier,4300,"Immeuble de rapport divisé en lots avec 4 appartements dont trois loués pour un rapport locatif mensuel potentiel de 1445 € hors charges, à améliorer. 2 logements en DPE C et D, 1 en E et un en F soit 4 studios dont 1 avec mezzanine ( chambre salle d'eau) et 1 avec chambre en mezzanine.",orpi
vente,Maison,220000.0,93.0,4.0,3.0,Castelsarrasin,82100,Cette maison est située  proche du centre ville de Castelsarrasin( environ 300 mètres )avec toutes les commodités commerces  écoles…. L'intérieur de la maison est rénovée (style moderne).,pap
vente,Maison,219900.0,83.0,4.0,3.0,Envaux,17350,"Maison neuve construite par Portères Construction, RE 2020, chauffage, pompe à chaleur, matériaux et accessoires haut de gamme, 83m² habitables plus garage attenant de 15m²soit 98 m²  Proche du...",pap
vente,Maison,219000.0,80.0,5.0,,Breuil-magné,17870,,entreparticuliers
vente,Maison,210500.0,105.0,5.0,,Redessan,30129,"Maison 4 chambres, dressing, deux salles d'eau. Redessan, Venez découvrir cette maison de village de 105m2, 4 chambres, 30m2 de combles a aménager.",orpi
vente,Maison,195000.0,63.53,3.0,2.0,Vigneux-sur-seine,91270,"Proche gare RER D, écoles et commerces Pavillon mitoyen, d'une surface totale d'environ 89 m² (63,53 m² Carrez) comprenant :  **À l'étage** (HSP 2,80 m) : Entrée, cuisine, wc, salon, dégagement,...",pap
vente,Maison,185000.0,80.0,4.0,3.0,Albi,81000,"Maison mitoyenne située dans une impasse au calme, à 7 min à pied du Vigan . Proximité des commerces et des écoles. Maison traversante et lumineuse à étage. Chauffage gaz, climatisation réversible,...",pap
vente,Maison,171900.0,127.0,5.0,,Ay,51160,"Maison de 127 m² à Ay Champagne. Située à Ay - Champagne, à 5 minutes d'Epernay, et proche de toutes commodités, venez découvrir cette jolie maison à rénover, composée comme suit:",orpi
vente,Maison,156000.0,90.0,3.0,2.0,Neuffontaines,58190,Charmant corps de ferme de 1892 totalement rénové pour la partie maison d'habitation (90 m2) + une maisonnette indépendante dans le jardin transformée en bibliothèque/chambre de 11 m2.  Edifié sur un...,pap
vente,Maison,143500.0,49.0,3.0,,Port,17730,"Maison À Vendre. En plein coeur de Port des Barques cette charmante maison d'une cinquantaine de mètres carrés vous offre une pièce vie avec un coin cuisine, une salle d'eau, un Wc séparé, un couloir qui dessert 1 chambre et un bureau.",orpi
vente,Maison,140000.0,75.0,3.0,,Boulogne,62200,,orpi
vente,Maison,130000.0,55.0,3.0,,Rivesaltes,66600,"Maison de village T3 Rivesaltes. Située au cœur du village, cette charmante maison entièrement rénovée s'élève sur deux niveaux.",orpi
vente,Maison,84900.0,40.0,4.0,3.0,Gujan-mestras,33470,"Chalet  G16 **Top emplacement et orientation**.  Forte rentabilité, Placement financier avec CA prévisionnel annuel de 19K€ ou habitation de loisirs  Bassin d'Arcachon - Sur le Golf de Gujan Mestras,...",pap
vente,Appartement,1390000.0,114.0,6.0,4.0,Paris,75016,"À vendre – *Spacieux appartement familial traversant rénové avec vue dégagée*  68 rue Boileau, à proximité de Notre Dame des Oiseaux et Jean Baptiste Say  Situé au *6ᵉ étage avec  2 ascenseurs*, cet...",pap
vente,Appartement,1350000.0,97.0,4.0,3.0,Paris,75014,"**Appartement familial neuf d'exception - Jamais habité**-  4 pièces – 97 m²  balcon,dans immeuble neuf de standing.  Métro Gaité.  A 6 min à pied de la gare Montparnasse, appartement neuf domotisé...",pap
vente,Appartement,1290000.0,122.0,5.0,3.0,Levallois-perret,92300,"Découvrez cet appartement spacieux de 124 m² situé dans le quartier convivial de Villiers-L. Michel à Levallois-Perret.  Avec ses 5 pièces, il offre une belle distribution des espaces, idéale pour...",pap
vente,Appartement,1290000.0,66.0,3.0,1.0,Paris,75007,"Au pied de la tour Eiffel et de ses jardins.  Appartement 66 m² comprenant entrée, double living, chambre, cuisine fermée, salle bains et wc séparé.  RDC sans vis-à-vis.  Charges copropriété : 100 €...",pap
vente,Appartement,1250000.0,135.0,5.0,,Èze,6360,,entreparticuliers
vente,Appartement,1090000.0,60.0,3.0,2.0,Villefranche-sur-mer,6230,"**3 Pièces avec terrasse, vue mer.  Rare**.  Villefranche-sur-Mer – Une adresse d’exception face à la Méditerranée en plein centre-ville  Au cœur de Villefranche-sur-Mer, dans une résidence de...",pap
vente,Appartement,1070000.0,104.0,5.0,,Levallois-perret,92300,,entreparticuliers
vente,Appartement,900000.0,90.0,4.0,2.0,Paris,75010,"Charmant 4 pièces de 68m² Carrez avec 41m² de terrasse - Canal Saint-Martin  Situé au premier étage d’une copropriété semi-récente de standing, cet appartement traversant de 4 pièces développe une...",pap
vente,Appartement,899000.0,53.0,2.0,1.0,Paris,75015,Exceptionnel  - PARIS à 180°  Tour Eiffel - Sacré-Cœur - Invalides - Église Notre-Dame. Tous les monuments dans votre salon.  **Un appartement d'exception** Dans l'un des quartiers les plus prisés du...,pap
vente,Appartement,870000.0,101.0,4.0,3.0,Paris,75016,"En plein coeur du 16e arrondissement de Paris à la frontière avec Boulogne Billancourt, ce magnifique appartement de 101 m2, au 3e étage de l'immeuble du 11 Avenue Ferdinand Buisson. Comporte 3...",pap
vente,Appartement,850000.0,72.0,4.0,2.0,Paris,75019,"À l'abri de l'agitation urbaine, ce superbe duplex de 72m2 carrez se vit comme une maison en ville, nichée au calme d'une copropriété confidentielle, avec accès indépendant et terrasse privative de...",pap
vente,Appartement,849000.0,72.41,4.0,3.0,Paris,75009,"Quartier de l'Europe, Rue d'Amsterdam.  4 pièces de 72,40 m2. Immeuble romantique de 1840. 2 ème étage, exposition ouest-est, vue dégagée. très clair et très calme. Entrée, salon de 24 m2 avec...",pap
vente,Appartement,849000.0,58.0,2.0,1.0,Paris,75012,"**Magnifique appartement avec AUTORISATION de LOCATION SAISONNIÈRE 365 J/AN – Paris centre. Un produit UNIQUE sur le marché parisien, au charme rare.**  **En plein cœur de Paris, découvrez ce bien,...",pap
vente,Appartement,688000.0,58.0,2.0,1.0,Paris,75011,"Bonjour,  Voici un charmant duplex en dernier étage, de 2 ou 3 pièces selon vos besoins, disposant d'une superficie pondérée de 58 m² (60 m² au sol, 51 m2, carrez, 5 m² de balcon), dans un immeuble...",pap
vente,Appartement,680000.0,57.0,3.0,2.0,Paris,75010,"Très bel appartement situé en haut de la rue du Faubourg Poissonnière, 56,09 m² carrez + 3m² de balcon exposé plein Ouest. L’appartement se compose d’une entrée avec de grands rangements, deux...",pap
vente,Appartement,640000.0,63.0,3.0,2.0,Paris,75016,"APPARTEMENT SOUS OFFRE / DATE DE SIGNATURE DE COMPROMIS ARRETEE. Auteuil Sud,  entre les stations Chardon -Lagache (10) et Exelmans(9), un **joli T3 rénové** au 4ème étage par ascenseur à mi étage...",pap
vente,Appartement,610000.0,65.0,3.0,2.0,Paris,75010,"3 pièces de 65 m², au 154 rue La Fayette  au croisement entre le rue La Fayette et la rue du Faubourg St-Denis,  2 min du métro Gare du Nord.  - 5eme étage avec ascenseur, appartement très lumineux...",pap
vente,Appartement,570000.0,53.0,2.0,1.0,Paris,75012,"Appartement 2 pièces avec terrasse et jardin privatifs – Copropriété prisée récente avec gardien 53 m² + 30 m² de jardin – DPE D – Prix net vendeur : 570 000 €.  Description : Au cœur de Paris, à...",pap
vente,Appartement,565000.0,57.0,2.0,1.0,Paris,75016,"**62 Boulevard Suchet**, charmant T2  de 57 m2 en parfait état, situé au 1° étage sur 4 d'un immeuble entouré de verdure.  Il est doté d'un séjour de 24 M2  , d'une chambre de 11 M2 ,  d'une salle de...",pap
vente,Appartement,550000.0,109.0,5.0,4.0,Plessis-robinson,92350,"A coté de l' hôpital Marie Lannelongue, bel appartement familial de 2004, 109 m²,  1er étage, 4 chambres.  En y entrant : 1 entrée 8m2 avec penderie :  A gauche (exposition ouest) : 3 chambres, A...",pap
vente,Appartement,550000.0,52.0,2.0,1.0,Paris,75010,"**Idéalement situé au pied du métro Jacques Bonsergent, au boulevard de Magenta – 75010 Paris, venez découvrir ce charmant appartement de 52 m² (51 m2 loi carrez) conçu par un architecte et en très...",pap
vente,Appartement,549000.0,43.0,2.0,1.0,Paris,75013,"Aménagement intérieur 2 pièces transformées en un open-space lumineux et fonctionnel de 34 m². Entrée de 3 m². SdB avec douche à l’italienne, WC suspendu de 6 m² Cuisine entièrement équipée :...",pap
vente,Appartement,499000.0,92.0,4.0,,Antibes,6160,,entreparticuliers
vente,Appartement,485000.0,92.0,4.0,3.0,Lyon,69007,"Appartement T4 92 m² **rénové – Ancien, lumineux, calme** – Lyon 7 proche berges du Rhône Idéalement situé à deux pas des berges du Rhône, au cœur du 7e arrondissement de Lyon, près de l'Hôpital...",pap
vente,Appartement,480000.0,107.0,4.0,3.0,Strasbourg,67000,"Idéalement situé emplacement privilégié dans un quartier résidentiel. À proximité immédiate des commerces, vous trouverez toutes les commodités du quotidien : commerces de bouche, supermarchés,...",pap
vente,Appartement,475000.0,61.0,3.0,1.0,Montrouge,92120,"**Place Jules Ferry - Appartement très lumineux de 61m²  entièrement rénové avec 2 balcons plein sud.**  Très bel appartement de 61 m², exposé plein Sud, offrant un cadre de vie calme et lumineux,...",pap
vente,Appartement,473000.0,49.0,2.0,,Paris,75001,,entreparticuliers
vente,Appartement,459000.0,81.0,4.0,,Marseille,13001,,entreparticuliers
vente,Appartement,454000.0,100.5,4.0,3.0,Choisy-le-roi,94600,"A 8 minutes de Paris, appartement T4 de 100m² au dernier étage avec vue arborée sur la Seine à Choisy le Roi, quartier du Port - 4 minutes à pied du RER C.  L'appartement se compose : - d'une entrée...",pap
vente,Appartement,438000.0,91.2,2.0,1.0,Aix-en-provence,13080,"Situé près de la montée de Celony, accès routiers principaux à proximité, à seulement 3 km du centre historique, au sein d'une résidence de standing avec parc arboré, piscine et tennis, découvrez ce...",pap
vente,Appartement,425000.0,68.8,3.0,2.0,Nogent-sur-marne,94130,"Appartement T3 (évolutif T4) de 69 m² avec balcon – Nogent-sur-Marne  Situé au cœur du quartier résidentiel calme et recherché du Bois à Nogent-sur-Marne, au sein de la résidence « Les Cèdres » calme...",pap
vente,Appartement,419000.0,91.0,4.0,,Les Sables-d'olonne,85100,,entreparticuliers
vente,Appartement,415000.0,35.0,2.0,1.0,Paris,75011,"Charmant appartement de 35 m² — Entièrement rénové et très calme — Paris 11ᵉ  Découvrez ce ravissant appartement de 35 m², parfaitement agencé et situé au cœur du très recherché 11ᵉ arrondissement,...",pap
vente,Appartement,387000.0,47.3,2.0,1.0,Paris,75014,"**Proximité métro Glacière et parc Montsouris**  Charmant appartement situé en rez-de-chaussée et d'une surface habitable de 47m2, il se compose d'une entrée principale, un bel espace de vie lumineux...",pap
vente,Appartement,383250.0,72.0,4.0,,Viroflay,78220,"Appartement À Vendre. Viroflay Rive Gauche, proche des commerces et transports, au calme absolu, un appartement de 5 pièces composé : d'un double séjour, d'une cuisine séparée et équipée, de trois chambres, d'une salle d'eau et d'un wc. Une cave en sous-sol et un parking libre complètent ce bien.",orpi
vente,Appartement,380000.0,36.5,2.0,1.0,Paris,75018,"Au pied du métro Anvers (ligne 2), dans un bel immeuble en pierre de taille datant de 1895, beau 2 pièces entièrement sur cour et très calme.  L'appartement, situé au 3e étage, se compose d'une...",pap
vente,Appartement,369000.0,50.0,2.0,1.0,Paris,75015,"**Urgent**. À saisir.  Paris 15ᵉ - Bord de Seine - Vue tour Eiffel – Spécial investisseur LMNP résidence de tourisme rentabilité 5,93% + défiscalisation  Produit rare : 2 pièces de 50 m² au 8e étage...",pap
vente,Appartement,369000.0,34.6,2.0,1.0,Paris,75012,"Idéalement situé à deux pas du très prisé marché d’Aligre, au cœur d’un quartier vivant avec de nombreux commerces, venez découvrir ce superbe appartement de 34,62 m² entièrement refait à neuf.  ...",pap
vente,Appartement,360000.0,45.0,2.0,1.0,Paris,75019,"Proximité des transports : métro ligne 7 station Crimée à 3min , RER E Rosa Parks à 7min  Dans un petit immeuble de 15 appartements, charmant appartement traversant, situé au 2e étage avec ascenseur...",pap
vente,Appartement,355000.0,57.0,2.0,1.0,Baule-escoublac,44500,"Saint-Nazaire à 20 min, en plein centre-ville de La BAULE, toutes commodités à moins de 8 min. Place de la Victoire, dernier étage (4ᵉ), avec ascenseur, Appartement T2 bis composé de :  Entrée avec...",pap
vente,Appartement,349000.0,112.0,5.0,2.0,Saint-denis,93200,Appartement de type F5 situé au deuxième et dernier étage sans ascenseur. Maison en meulière de la fin du XIXeme siècle convertie en appartements. Surface totale de 112 m² (96 m² loi Carrez). ...,pap
vente,Appartement,340000.0,35.3,1.0,,Paris,75013,"* SOUS OFFRE * -  Appartement **lumineux avec balcon, calme, sans vis-à-vis** au 7eme et dernier étage avec ascenseur et 2 caves, à proximité des transports lignes 6, 14, bus 27, 61, 64 etc... ...",pap
vente,Appartement,333000.0,66.0,3.0,,Champigny,94500,,orpi
vente,Appartement,330000.0,89.0,4.0,3.0,Celle-saint-cloud,78170,"Résidence Elysée II : Bel appartement 4/5 pièces, lumineux. Situé au centre de la résidence il bénéficie d'un calme absolu, baigné dans la verdure, proche d'un square, de la piscine privative et des...",pap
vente,Appartement,330000.0,28.0,2.0,1.0,Paris,75018,Appartement 2 pièces – Paris 18e – 28 m² – 335 000 €. Idéal investisseur – Rénové en 2023 – Loué meublé 1 500 €/mois.  À 9 minutes à pied du Sacré-Cœur et des salles de concert emblématiques (Élysée...,pap
vente,Appartement,328000.0,90.0,3.0,,Savigny,91600,"Appartement à Vendre Savigny-sur-Orge. Orpi vous présente ce charmant appartement, tel une maison de ville avec jardin, à vendre en plein centre de Savigny-sur-Orge. D'une surface de 90 m², construit en 2007 et en bon état, il offre un agréable jardin, une terrasse, ainsi qu'un parking/garage double en sous-sol équipé en électricité. Sur trois niveaux, vous découvrirez un vaste séjour avec cuisine aménagée ouvrant sur le jardin, actuellement 2 chambres et un espace bureau/mezzanine transformable en chambre avec placard et balcon privatif et à l’étage une suite parentale traversante avec dressing et toilettes. Lumineux grâce à une exposition privilégiée et bénéficiant d’une bonne isolation thermique.",orpi
